188,1003
189,1003
190,1003
191,1003
192,1003
193,1003
194,1003
195,1003
196,1003
197,1003
198,1003
199,1003
200,1003
201,1003
202,1003
203,1003
204,1003
205,1003
206,1003
207,1003
208,1003
209,1003
210,1003
211,1003
212,1003
213,1003
214,1003
215,1003
216,1003
217,1003
218,1003
219,1003
220,1003
221,1003
222,1003
223,1003
224,1003
225,1003
226,1003
227,1003
228,1003
229,1003
230,1003
231,1003
232,1003
233,1003
234,1003
235,1003
236,1003
237,1003
238,1003
239,1003
240,1003
241,1003
242,1003
243,1003
244,1003
245,1003
246,1003
247,1003
248,1003
249,1003
250,1003
251,1003
252,1003
253,1003
254,1003
255,1003
256,1003
257,1003
258,1003
259,1003
260,1003
261,1003
262,1003
263,1003
264,1003
265,1003
266,1003
267,1003
268,1003
269,1003
270,1003
271,1003
272,1003
273,1003
274,1003
275,1003
276,1003
277,1003
278,1003
279,1003
280,1003
281,1003
282,1003
283,1003
284,1003
285,1003
286,1003
287,1003
288,1003
289,1003
290,1003
291,1003
292,1003
293,1003
294,1003
295,1003
296,1003
297,1003
298,1003
299,1003
0,1003
0,962
1,213
2,187
3,176
4,170
5,168
6,164
7,162
8,161
9,159
10,159
11,158
12,157
13,157
14,156
15,154
16,154
17,154
18,153
19,153
20,153
21,153
22,153
23,153
24,153
25,152
26,152
27,152
28,152
29,152
30,152
31,152
32,152
33,152
34,152
35,152
36,151
37,152
38,152
39,152
40,151
41,152
42,152
43,151
44,152
45,151
46,151
47,151
48,151
49,151
50,151
51,151
52,151
53,151
54,151
55,151
56,151
57,151
58,151
59,151
60,151
61,151
62,151
63,151
64,151
65,151
66,151
67,151
68,151
69,151
70,151
71,151
72,152
73,151
74,151
75,151
76,151
77,151
78,151
79,151
80,151
81,151
82,151
83,151
84,151
85,151
86,151
87,151
88,151
89,151
90,151
91,151
92,151
93,151
94,151
95,151
96,151
97,151
98,151
99,151
100,151
101,151
102,151
103,151
104,151
105,151
106,151
107,151
108,151
109,151
110,151
111,151
112,151
113,151
114,152
115,151
116,151
117,151
118,151
119,151
120,151
121,151
122,151
123,151
124,151
125,151
126,151
127,152
128,151
129,151
130,151
131,151
132,151
133,152
134,151
135,151
136,151
137,151
138,151
139,151
140,151
141,151
142,152
143,151
144,151
145,151
146,151
147,151
148,152
149,151
150,152
151,151
152,151
153,151
154,151
155,151
156,151
157,151
158,152
159,152
160,151
161,151
162,151
163,152
164,151
165,151
166,151
167,151
168,151
169,152
170,152
171,151
172,151
173,151
174,152
175,152
176,151
177,152
178,151
179,151
180,152
181,152
182,151
183,151
184,151
185,152
186,151
187,151
188,151
189,152
190,151
191,151
192,152
193,151
194,151
195,151
196,152
197,151
198,152
199,152
200,151
201,151
202,152
203,152
204,152
205,152
206,151
207,152
208,152
209,151
210,152
211,152
212,151
213,152
214,152
215,152
216,152
217,152
218,152
219,151
220,152
221,151
222,152
223,152
224,151
225,152
226,151
227,152
228,152
229,152
230,152
231,152
232,152
233,152
234,152
235,152
236,152
237,152
238,152
239,151
240,152
241,151
242,152
243,152
244,152
245,152
246,151
247,152
248,152
249,151
250,151
251,151
252,152
253,152
254,151
255,152
256,152
257,152
258,152
259,152
260,152
261,152
262,152
263,152
264,152
265,152
266,152
267,152
268,152
269,152
270,152
271,152
272,152
273,152
274,152
275,152
276,152
277,152
278,152
279,152
280,152
281,152
282,152
283,152
284,152
285,152
286,152
287,152
288,152
289,152
290,152
291,152
292,152
293,152
294,152
295,152
296,152
297,152
298,152
299,152
0,154
1,615
2,796
3,870
4,908
5,932
6,945
7,955
8,963
9,968
10,972
11,975
12,979
13,981
14,985
15,986
16,987
17,988
18,989
19,990
20,991
21,991
22,993
23,993
24,994
25,994
26,994
27,996
28,996
29,996
30,997
31,997
32,997
33,997
34,998
35,998
36,999
37,999
38,999
39,999
40,999
41,999
42,999
43,999
